0.0079133,0.0079267,0.011415,0.011415,0.015057,0.021806,0.021806,0.016762,0.014861,0.033357,0.038395,0.042546,0.042546,0.024745,0.049824,0.051204,0.051204,0.048479,0.049207,0.108,0.12822,0.12822,0.11967,0.10375,0.095612,0.091159,0.066691,0.073512,0.073567,0.080417,0.080417,0.043363,0.032609,0,0.015513,0.015513,0.0094714,0.0079597,0.026506,0.026506,0.032752,0.032752,0.014317,0.03752,0.03752,0.047819,0.051863,0.051863,0.018996,0.018996,0.034339,0.038524,0.068116,0.068116,0.068049,0.10876,0.12971,0.12971,0.066624,0.060995,0.10251,0.10251,0.087946,0.11034,0.13232,0.13232,0.082068,0,0.017648,0.017648,0.0071662,0.0057572,0.037418,0.044505,0.044505,0.032212,0.019969,0.03018,0.058848,0.065122,0.065122,0.056486,0.032203,0.020059,0.025846,0.054574,0.080196,0.080196,0.069935,0.089505,0.089505,0.076721,0.090191,0.19456,0.26523,0.38519,0.38519,0.27276,0.050424,0.050424,0.048451,0,0.004825,0.0069647,0.0069647,0.0082738,0.032275,0.038958,0.038958,0.033593,0.023334,0.032789,0.040648,0.074865,0.11047,0.11047,0.10714,0.037212,0.031251,0.10956,0.14912,0.14912,0.065283,0.065283,0.074211,0.085394,0.090073,0.14011,0.17597,0.17597,0.10028,0.1182,0.1182,0.083599,0.028399,0
0.032474,0.058442,0.084999,0.084999,0.080746,0.035321,0.029738,0.037065,0.044134,0.04455,0.052428,0.052674,0.052674,0.034885,0.053562,0.053562,0.051204,0.048479,0.061329,0.15268,0.15535,0.15535,0.15367,0.12585,0.11891,0.11677,0.092913,0.073512,0.073567,0.083392,0.083392,0.043363,0.032609,0,0.015513,0.032771,0.041286,0.041439,0.054257,0.06084,0.06084,0.042887,0.042735,0.038934,0.052055,0.06471,0.06471,0.051863,0.036641,0.036641,0.045353,0.053966,0.068116,0.068116,0.088537,0.10876,0.12971,0.12971,0.079466,0.11106,0.11106,0.12358,0.12358,0.13582,0.13582,0.13232,0.086395,0,0.027271,0.028208,0.028208,0.024783,0.037418,0.050571,0.050571,0.049656,0.033485,0.034719,0.067021,0.06728,0.06728,0.056486,0.034934,0.034934,0.037132,0.054574,0.080196,0.080196,0.073904,0.089505,0.089505,0.08626,0.090191,0.20551,0.26523,0.38519,0.38519,0.27276,0.12683,0.087101,0.087101,0,0.035996,0.035996,0.026416,0.02713,0.032275,0.047089,0.047089,0.033593,0.027494,0.032789,0.043089,0.074865,0.11047,0.11047,0.10714,0.042812,0.039826,0.10956,0.14912,0.14912,0.087501,0.067052,0.0854,0.089892,0.095672,0.14011,0.17597,0.17597,0.10028,0.1182,0.1182,0.083599,0.040106,0
0.058474,0.069559,0.090195,0.10924,0.11291,0.1151,0.12366,0.13202,0.13202,0.085223,0.085589,0.085589,0.078461,0.075223,0.079269,0.088727,0.088727,0.085593,0.08532,0.15268,0.15535,0.15535,0.15367,0.12585,0.11891,0.14263,0.14263,0.14257,0.12233,0.085364,0.083392,0.078771,0.078771,0,0.02589,0.04652,0.04652,0.045379,0.073686,0.080157,0.080157,0.063768,0.063768,0.038934,0.052055,0.070497,0.070497,0.04933,0.036641,0.036641,0.045353,0.053966,0.065538,0.065538,0.088537,0.092902,0.092902,0.087718,0.079466,0.16754,0.2063,0.2063,0.19013,0.13582,0.13582,0.12578,0.086395,0,0.046333,0.070864,0.070864,0.040322,0.035832,0.09196,0.09196,0.057785,0.044673,0.044673,0.067021,0.067871,0.067871,0.036381,0.034934,0.034934,0.037584,0.037604,0.070147,0.080435,0.080435,0.08905,0.08905,0.097859,0.097859,0.20551,0.24512,0.30139,0.30139,0.22007,0.17022,0.13808,0.090261,0,0.06595,0.06595,0.053403,0.037929,0.037929,0.067354,0.077317,0.077317,0.050166,0.03039,0.043089,0.055629,0.078608,0.087845,0.087845,0.042812,0.039826,0.08631,0.11925,0.11925,0.087501,0.067052,0.0854,0.096168,0.14275,0.14275,0.13177,0.13177,0.10202,0.10202,0.072898,0.070411,0.070411,0
0.10244,0.10731,0.10731,0.10924,0.11291,0.1151,0.12366,0.13202,0.13202,0.085223,0.085589,0.085589,0.078461,0.075223,0.079269,0.11112,0.1253,0.1253,0.11758,0.09615,0.080576,0.078281,0.070932,0.070802,0.095446,0.21168,0.23001,0.23001,0.12233,0.10776,0.098409,0.085719,0.078771,0,0.051238,0.051238,0.04652,0.045379,0.073686,0.080157,0.080157,0.06987,0.063768,0.031547,0.035863,0.070497,0.070497,0.027295,0.044036,0.05345,0.05345,0.046738,0.057579,0.057579,0.066049,0.066049,0.10722,0.10722,0.11451,0.18487,0.20916,0.20916,0.19013,0.13336,0.10229,0.10229,0.051787,0,0.048206,0.075126,0.075126,0.053455,0.035832,0.09196,0.09196,0.06028,0.044673,0.044673,0.040315,0.067871,0.067871,0.036381,0.031627,0.041044,0.041044,0.037584,0.044352,0.10226,0.10226,0.086966,0.083341,0.14897,0.14897,0.17456,0.17456,0.21476,0.21476,0.18207,0.18207,0.14301,0.090261,0,0.06595,0.06595,0.053403,0.037929,0.038059,0.073007,0.077317,0.077317,0.050166,0.029018,0.023703,0.029309,0.029309,0.021295,0.030794,0.03703,0.03703,0.052003,0.059689,0.07053,0.087935,0.087935,0.075029,0.096168,0.14275,0.14275,0.128,0.1204,0.12969,0.12969,0.10559,0.097232,0.070411,0
0.10244,0.10731,0.10731,0.094259,0.10234,0.11465,0.11989,0.11989,0.13104,0.1446,0.15532,0.1581,0.1581,0.11849,0.094111,0.11112,0.1253,0.1253,0.11758,0.09615,0.094148,0.093154,0.093154,0.086442,0.095446,0.21168,0.23001,0.23001,0.10884,0.10884,0.098409,0.085719,0.055732,0,0.053525,0.053525,0.044337,0.039547,0.033042,0.068334,0.06987,0.06987,0.028857,0.031955,0.042138,0.042138,0.037736,0.033298,0.044036,0.05345,0.058455,0.058455,0.057579,0.058838,0.066049,0.066049,0.14908,0.19026,0.19026,0.18487,0.20916,0.20916,0.17453,0.13336,0.11502,0.071605,0.051787,0,0.065155,0.075126,0.075126,0.053455,0.027336,0.089804,0.089804,0.06028,0.027373,0.023602,0.043043,0.043043,0.025339,0.026644,0.026644,0.041044,0.053035,0.053035,0.044352,0.10226,0.10226,0.086966,0.062345,0.14897,0.14897,0.14435,0.14435,0.19658,0.19658,0.18207,0.18207,0.14301,0.075009,0,0.044098,0.044098,0.034555,0.031453,0.038059,0.073007,0.073007,0.061797,0.047175,0.038974,0.047231,0.047231,0.040069,0.040069,0.033208,0.045052,0.045052,0.055429,0.064518,0.07053,0.087935,0.087935,0.082895,0.092306,0.12342,0.12342,0.12155,0.1204,0.12969,0.12969,0.11905,0.11905,0.068081,0
0.10257,0.11924,0.11924,0.11521,0.10076,0.11204,0.11989,0.11989,0.13104,0.1446,0.15811,0.16069,0.16069,0.13418,0.14101,0.14101,0.16091,0.16091,0.14196,0.095845,0.094148,0.097166,0.15015,0.15015,0.094293,0.094293,0.075313,0.10593,0.10884,0.10884,0.085234,0.053047,0.034711,0,0.068272,0.068272,0.044337,0.043775,0.038395,0.051768,0.058757,0.058757,0.032333,0.071591,0.089629,0.089629,0.06855,0.046418,0.083713,0.083713,0.060066,0.058455,0.040312,0.058838,0.075479,0.095823,0.14908,0.20155,0.20155,0.12648,0.11689,0.11689,0.12035,0.13578,0.13578,0.06412,0.032917,0,0.077878,0.1338,0.1338,0.070205,0.040105,0.089804,0.089804,0.050079,0.033954,0.065056,0.085058,0.085058,0.070309,0.088496,0.088496,0.081814,0.06613,0.06613,0.055619,0.10007,0.10007,0.084913,0.069297,0.14723,0.14723,0.1383,0.1561,0.29877,0.31465,0.31465,0.25971,0.13872,0.061501,0,0.048044,0.048044,0.061068,0.061068,0.033211,0.051646,0.052381,0.052381,0.028977,0.040454,0.063545,0.063545,0.071975,0.11779,0.11779,0.07331,0.051479,0.072862,0.072862,0.064518,0.074758,0.082895,0.082895,0.092306,0.092306,0.090661,0.089381,0.088865,0.084844,0.084844,0.11905,0.11905,0.068081,0
0.10257,0.11924,0.11924,0.11521,0.14286,0.15321,0.15321,0.13025,0.11451,0.14046,0.15811,0.16069,0.16069,0.14406,0.16479,0.16479,0.16091,0.16091,0.14196,0.095845,0.080317,0.097166,0.15015,0.15015,0.10503,0.060846,0.060985,0.085052,0.085052,0.068071,0.061125,0.04889,0.025261,0,0.070583,0.070583,0.066565,0.077535,0.098909,0.098909,0.076316,0.057317,0.07219,0.07219,0.089629,0.089629,0.06855,0.076762,0.10413,0.10413,0.080884,0.066785,0.048166,0.051127,0.096498,0.12848,0.13476,0.20155,0.20155,0.12561,0.065213,0.080271,0.080271,0.13578,0.13578,0.039412,0.026373,0,0.077878,0.14878,0.14878,0.10099,0.087375,0.087375,0.093373,0.093373,0.062359,0.068459,0.092568,0.092568,0.070787,0.097956,0.097956,0.090366,0.069774,0.06613,0.0627,0.059845,0.065556,0.091836,0.10917,0.19458,0.19458,0.1304,0.1561,0.29877,0.34614,0.34614,0.27722,0.1037,0.046037,0,0.048044,0.080139,0.11165,0.11165,0.093964,0.093964,0.056151,0.056151,0.085319,0.085319,0.063545,0.063545,0.071975,0.11779,0.11779,0.10111,0.051479,0.072862,0.072862,0.057165,0.082705,0.082705,0.078517,0.085494,0.085494,0.082705,0.074889,0.053991,0.078485,0.078485,0.066516,0.056685,0.028138,0
0.094747,0.094747,0.091206,0.091894,0.14286,0.18951,0.23241,0.23241,0.17001,0.21905,0.21905,0.18279,0.14958,0.14958,0.16479,0.16479,0.14862,0.097695,0.10506,0.1236,0.1236,0.10508,0.12474,0.12474,0.10503,0.043003,0.06991,0.085052,0.085052,0.084729,0.07489,0.053667,0.026084,0,0.076833,0.076833,0.089652,0.089652,0.13977,0.13994,0.13994,0.14814,0.17862,0.17862,0.087198,0.077509,0.057253,0.089997,0.10413,0.10413,0.080884,0.066785,0.048616,0.053104,0.096498,0.12848,0.12848,0.10263,0.10263,0.080293,0.050011,0.09157,0.094068,0.094068,0.068906,0.064256,0.016825,0,0.077128,0.14878,0.14878,0.10099,0.088363,0.087375,0.093373,0.093373,0.078599,0.078599,0.092568,0.092568,0.070787,0.097956,0.097956,0.090366,0.069774,0.0627,0.0627,0.059845,0.065556,0.091836,0.1167,0.19458,0.19458,0.11867,0.13824,0.28937,0.34614,0.34614,0.27722,0.099361,0.048503,0,0.043043,0.080139,0.11894,0.11894,0.1098,0.1098,0.056151,0.097278,0.11262,0.11262,0.066715,0.066715,0.052798,0.10697,0.10697,0.10111,0.050113,0.066094,0.066094,0.057895,0.13871,0.13871,0.1288,0.071377,0.062648,0.049011,0.050003,0.050435,0.078485,0.078485,0.062616,0.042804,0.02893,0
0.19018,0.19018,0.15785,0.18587,0.18587,0.18951,0.23666,0.23666,0.21108,0.21905,0.21905,0.18279,0.14958,0.14958,0.13165,0.09056,0.07578,0.07578,0.10506,0.1236,0.1236,0.10508,0.10508,0.10103,0.076429,0.11079,0.13803,0.13803,0.12448,0.09528,0.13018,0.159,0.159,0,0.086367,0.086367,0.089652,0.089652,0.13977,0.13994,0.13994,0.15256,0.21848,0.21848,0.11622,0.06449,0.057253,0.089997,0.093399,0.093399,0.069686,0.048616,0.048616,0.053104,0.067647,0.067647,0.077981,0.078803,0.078803,0.052733,0.052115,0.09157,0.094068,0.094209,0.094209,0.072189,0.062979,0,0.038754,0.060713,0.063911,0.088363,0.088363,0.081516,0.073599,0.073599,0.078599,0.078599,0.054572,0.035117,0.04556,0.084527,0.084527,0.078991,0.066075,0.040765,0.040765,0.047319,0.06097,0.087427,0.1167,0.17846,0.17846,0.081732,0.1007,0.20301,0.22995,0.22995,0.15356,0.096584,0.048503,0,0.081394,0.081394,0.11894,0.11894,0.1098,0.1098,0.051344,0.097278,0.11262,0.11262,0.085466,0.085466,0.040918,0.058489,0.07655,0.07655,0.046907,0.03691,0.03691,0.057895,0.14759,0.14759,0.14196,0.081735,0.039341,0.046831,0.046831,0.04826,0.062342,0.062616,0.11604,0.11604,0.067887,0
0.19018,0.19018,0.15785,0.18587,0.18587,0.17266,0.23666,0.23666,0.21108,0.21108,0.20856,0.14243,0.11122,0.11122,0.10842,0.07624,0.047687,0.055406,0.078064,0.093062,0.093062,0.092081,0.092081,0.11624,0.11624,0.11079,0.16278,0.1733,0.1733,0.15153,0.15153,0.159,0.159,0,0.086367,0.086367,0.074301,0.074301,0.080712,0.11842,0.11842,0.15256,0.21848,0.21848,0.11622,0.06449,0.05412,0.052679,0.037302,0.033175,0.030149,0.023368,0.04473,0.056091,0.066682,0.066682,0.06372,0.10193,0.10364,0.10364,0.052115,0.067642,0.10776,0.10776,0.10253,0.076328,0.062979,0,0.038754,0.05073,0.063911,0.063911,0.046249,0.046249,0.041067,0.063665,0.06393,0.06707,0.06707,0.049036,0.037057,0.037057,0.041185,0.041185,0.035541,0.027079,0.020769,0.022597,0.06097,0.081378,0.081378,0.092528,0.092528,0.061153,0.087838,0.14703,0.14703,0.085569,0.085569,0.069177,0.029942,0,0.081394,0.081394,0.057649,0.057649,0.05289,0.05289,0.05003,0.10155,0.10602,0.10758,0.10758,0.085466,0.040918,0.051794,0.058551,0.058551,0.038773,0.021262,0.026559,0.042993,0.14759,0.14783,0.14783,0.10728,0.07401,0.07401,0.062431,0.04826,0.04826,0.06768,0.11604,0.11604,0.072379,0
