0.24336,0.23545,0.25274,0.25202,0.24884,0.28134,0.28607,0.2843
0.94279,0.85957,0.89641,0.87015,0.83746,0.94448,0.96787,0.95655
1.9565,2.1189,2.1092,2.1565,2.2408,1.8968,1.8585,1.9212
3.5279,3.7764,3.7777,3.7748,3.7763,3.0589,3.0484,3.1076
