0.21851,0.26562,0.14384,0.089067,1e-10,0.24375,0.25209,0.25499
0.54974,0.5701,0.42673,0.29812,9.9998e-11,0.86436,0.91658,1.0806
1.5768,1.767,1.4114,0.83575,1.0001e-10,2.0881,2.2651,2.3938
2.3852,2.7334,2.5254,1.5688,9.9998e-11,3.7758,3.517,4.195
